Internal_Product,5 HOUR XTRA GRAPE 1.93 OZ,B - PB & HONEY SAMMICH,B - RUDY FARMS - SAUSAGE AND BISCUIT TWIN,BANANAS - FRESH,BOBOS PB&J GRAPE 2.1 OZ,BODY ARMOR STRWBRY BANANA 16 OZ,BR ESPRESSO W/ CREAM 11 OZ,Bumble Bee Tuna Salad 3.5oz,CELSIUS ORANGE ENERGY 12 OZ,CELSIUS PEACH VIBE 12 OZ,DIET MOUNTAIN DEW 20 OZ,DOLE STRWBRY LEMONADE 20 OZ,DOVE BAR DARK CHOC 1.44 OZ,Dr Pepper 12oz Can,F - TURKEY HAM CHS HM WRAP,F- WHITE CASTLE BREAKFAST SANDWICH,FAIRLIFE 2% STRAWBERRY MILK 14 OZ,FL Doritos Spicy Sweet Chili LSS 1.75oz Bag,GRANDMA'S MINI VN 3.7 OZ,Haribo Gold-Bears Gummi Candy 4oz.,HY Hersheys Milk Chocolate w Almonds 1.45oz Each,KF - NY MIXED BERRY CHSCAKE CUP,Kraft Mac & Cheese Original Cups 2.05 oz.,LSS-BRIM'S BBQ PORK RINDS,LSS-CRUNCHY CHEETO,LSS-DORITOS COOL RANCH,LSS-FLAMIN HOT CHEETOS,LSS-RUFFLES CHDR & SOUR CREAM,M&M PLAIN,MF-BOSTON CREME HONEY BUN,MF-CHOCOLATE MINI DONUTS,MINUTE MAID FRUIT PUNCH 20 OZ,MOUNTAIN DEW ZERO 20 OZ,ORANGE FANTA 20 OZ,Pillsbury Mini SOFT BAKED Chocolate Chip Cookies Bag 3oz,Pillsbury Soft Baked Confetti Cookies 3oz,POP CHIP BBQ .8 OZ,SKITTLES ORIG GUMMIES 5.8 OZ,STARBUCKS DOUBLESHOT + ENG-VAN 15 OZ,STONIES PEPR/CHS/JAL .98 OZ,Sweet Serenity Choc Chip 3 oz,SWEET SERENITY CHOC CHIP COOKIES 3 OZ,YOO HOO CHOC. 11 OZ CANS
NuGo Organic Dark Chocolate Almond Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NuGo Organic Dark Chocolate Cherry & Pomegranate Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NuGo Organic Dark Double Chocolate Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Cocos Organic Chocolate Original Crisp (.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Spray Craisins Chocolate (1.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odwalla Chocolate Chip Peanut Bar (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oreo Chocolate Cookie (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otis Spunkmeyer Chocolate Chip Muffin (1.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otis Spunkmeyer Chocolate Chip Muffin (4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzOtis Spunkmeyer Double Chocolate Muffin (1.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepperidge Farm Goldfish Cheddar Cheese (1.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepperidge Farm Goldfish Cheddar Cheese (.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planters Honey Roast Peanuts (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planters Honey Roast Peanuts (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planters Nuts Variety Pack Salted Cash/Pnut Honey Roast Pnut (1.5oz/1.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Popchips BBQ (1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerbar Pria Chocolate Peanut Crunch (.98oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerbar Pria Double Chocolate Cookie (.98oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerbar Pria Mint Chocolate Cookie (.98oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritz Bits Cheese Bits (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritz Bits Cheese Bits (1.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruger Chocolate Wafer (2.125oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbaras Snackimals Wheat Free Oatmeal Cookie (2.125oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snackwells Chocolate Creme Sandwich Cookies (1.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snyders Honey Mustard Onion Pretzel Pieces (2.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun-Maid Chocolate Covered Raisins (3.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunRidge Farms Gold & Honey Granola (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SunRidge Farms Organic Sunny Bears (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Chocolate Cupcake (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Chocolate Donut (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Chocolate Juniors (3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Chocolate Kandy Kakes (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Glazed Honey Bun (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tastykake Iced Honey Bun (3.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teddy Grahams Chocolate (.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheatables Honey Wheat (1.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone Chocolate Almond Raisin Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone Chocolate Caramel Cluster Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone Perfect Chocolate Mint Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone Chocolate Peanut Butter Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zone Chocolate Raspberry Bar (1.76oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Sugar Free Peach Iced Tea Sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley 2% Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley 2% Milk (.5pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley 2% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley 2% Milk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Fat Free Chocolate Milk (.5 pt.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Fat Free Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Fat Free Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Fat Free Milk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Fat Free Skim Milk (0.5pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Half & Half Milk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Homogenized Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Vitamin D Milk (.5 pt.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big A Angus Charbroil with Cheese #1438 (8.53oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big AZ BBQ Beef Charbroil #1391 (8.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bumble Bee Tuna Salad Kit (4oz),,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascadian Farm Honey Nut Os (10.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Vanilla Soy Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream O Land 1% Milk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream O Land Fat Free Half and Half Milk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream O Land Skim Milk Plastic (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cream O Land Whole Milk Plastic (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Light On The Go Energy Wild Strawberry (.13oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzCrystal Light On The Go Honey Lemon Green Tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Light On The Go Peach Tea (.09oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dannon Fruit on the Bottom Peach Yogurt (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dannon Light & Fit Peach Yogurt (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold 1% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold 2% Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold 2% Milk (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzDarigold 1% Chocolate Milk (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold 1% Chocolate Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Fat Free Chocolate Milk (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Medosweet 2% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Non-Fat Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Organic 2% Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Organic Homogenized Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Organic Skim Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Skim Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darigold Skim Milk (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzDouwe Egbert Milk Product (2ltr),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diet Rockstar Energy (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Monterey Chicken & Cheese Chimichanga (4.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Monterey Steak and Cheese Chimichanga (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Throttle Citrus Energy Drink (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuze Peach Mango (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GURU Energy Drink Green Tea Honey Lemon (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GURU Energy Drink Lite 100% Natural (8.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GURU Energy Drink Tangerine (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Nut Cheerios (39oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hersheys Chocolate Syrup 7lb (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Bunches of Oats Honey Roasted (48oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Nut Cheerios (1.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Nut Cheerios (25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Nut Cheerios (49oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey Nut Chex Cereal Cup (1.125oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon Organic 2% Reduced Fat Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon Organic 2% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon Organic Fat Free Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon Organic Fat Free Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon Organic Vitamin D Whole Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon Organic Vitamin D Whole Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Original Soymilk Shelf Stable Aseptic (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashi Heart to Heart Honey Toasted Oat Cereal (12.4oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirkland Signature Organic Vanilla Soymilk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraft Macaroni & Cheese Original (2.05oz),,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,
Lactaid Fat Free Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Juan Bean and Cheese Burrito (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery 1% Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery 1% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery 2% Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery 2% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery Almond Vanilla Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery Lactaid Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Grocery Skim Milk (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Energy Low-Carb (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerbar Performance Chocolate (2.29oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owens Twin Tacos Sausage Egg Cheese (4.8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Ricemilk Low Fat Plain (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzPacific Soymilk Plain (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Soymilk Vanilla (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parmalat Non-Refrigerator Fat Free Skim Milk (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parmalat Non-Refrigerator Whole Milk (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzPet Reduced Fat 2% Milk (5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzPet Skim Milk (5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Flame Broiled Bacon Cheeseburger Grillers #1240 (6.13oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Jumbo Jalapeno Cheeseburger #1265 (6.65oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Philly Cheesesteak Sandwich #1125 (6.2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzPierre Spicy Chicken Bleu Cheese #1071 (6.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Big AZ Bubba Twins Chili Cheese Dogs #1576 (8.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRefrig Soy Milk (1pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts Dairy 2% Milk (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts Dairy Chocolate Milk (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRobinson 1% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRobinson Half & Half Milk (1qt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRobinson 2% Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson 2% Milk (1pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson Chocolate Milk (1pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRobinson Strawberry Milk (1pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRobinson Skim Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRobinson Whole Milk (1gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson Whole Milk (1pt),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar Energy Juiced Pomegranate (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar Energy Drink (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar Energy Drink (8oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar Energy Sugar Free (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockstar Energy Zero Carb Sugar (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzRuiz Bean and Cheese Burrito (5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shamrock Farms Low Fat Milk (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenandoah's 2% Milk (14oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenandoah's Chocolate Milk (14oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenandoah's Whole Milk (14oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silk Soymilk Original (.5gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soy Dream Chocolate Aseptic (32oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tombstone Cheese Pizza (4.1oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Signature BBQ Rib Sandwich (6.7oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voskos Honey Vanilla Bean Yogurt (5.3oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wawa Skim Milk (16oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welchs White Grape/Peach Juice (10oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yami Organic Peach Yogurt (6oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoo-hoo Chocolate Drink (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ellis Mezzaroma Swiss Almond Chocolate Swirl (2.5oz, Box of 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzGeneral Foods International Coffee White Chocolate Carmel (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"zzzGloria Jean's German Chocolate Cake (2oz, Box of 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloria Jean's Swiss Chocolate Almond K-Cup (Box of 24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green Mountain Chocolate Raspberry Frac Pack (2.2oz, Box of 50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzHighland Estates Chocolate Mint Open Brew (1.75oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"zzzHighland Estates Chocolate Raspberry Open Brew (1.75oz, Box of 20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"zzzHighland Estates Chocolate Raspberry Open Brew (1.75oz, Box of 40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Traders Berry Vanilla Energy (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzzJavafit Energy Extreme (2oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Java Traders Chocolate Macadamia (1.5oz, Box of 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Java Traders Chocolate Macadamia Decaf (1.5oz, Box of 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Java Traders Chocolate Supreme Cappuccino (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Java Traders White Chocolate Carmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lacas Chocolate Macadamia Nut (2oz, Box of 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nescafe Chocolate Buttercrisp Toffee Cappuccino (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selections Cappuccino Steamed Milk Latte (3lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selections White Chocolate Caramel (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Chocolate Macadamia Nut (2.25oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douwe Egbert White Chocolate Caramel Cappuccino (2lb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy's German Chocolate Cake K-Cup (Box of 24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terranova Chocolate Marshmallow (2oz, Box of 24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresca Peach Citrus (12oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Diet Green Tea Ginseng & Honey (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Green Tea Ginseng & Honey (11.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arizona Green Tea Ginseng & Honey Can (15.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS Healthy Energy Lemon Lime (11.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS Healthy Energy Orange (11.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS Healthy Energy Low Cal Peach Mango (11.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRS Healthy Energy Low Cal Wild Berry (11.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuze Green Tea Honey & Ginseng (18.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuze Peach Mango (18.5oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glaceau Fruit Water Peach (20oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honest Tea Citrus Green Energy Tea (16.9oz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
